,name,latitude_radian,longitude_radian,num_links,links,num_categories,categories,latitude_degrees,longitude_degrees
410915,PALMETTO THEATER,0.6099974217088293,-1.4299434080221431,6,"Art Deco; Spartanburg, South Carolina; movie theater; Spartanburg County, South Carolina; National Register of Historic Places; Terrazzo",4,"THEATRES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN SOUTH CAROLINA; THEATRES COMPLETED IN 1941; NATIONAL REGISTER OF HISTORIC PLACES IN SPARTANBURG, SOUTH CAROLINA; BUILDINGS AND STRUCTURES IN SPARTANBURG, SOUTH CAROLINA",34.95027777777778,-81.92972222222222
112497,LINGUÈRE,0.26868374207090484,-0.2638356052598095,14,"N3 road (Senegal); Regions of Senegal; Ouro Sogui; Louga Region; Louga; Dahra; Linguère Department; Dakar; Senegal; Wolof people; Touba, Senegal; Departments of Senegal; Greenwich Mean Time; Mauretania",2,POPULATED PLACES IN LOUGA REGION; COMMUNES OF SENEGAL,15.394444444444444,-15.116666666666667
387865,"SHAMSABAD, SHAHR-E BABAK",0.533057490516746,0.955029622280864,13,Shahr-e Babak County; Dehaj District; Kerman Province; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Khabar Rural District (Shahr-e Babak County); Bakhsh,1,POPULATED PLACES IN SHAHR-E BABAK COUNTY,30.54194444444445,54.71916666666667
346191,"SIMSBORO, LOUISIANA",0.5678283277259217,-1.619427987146994,31,"village (Louisiana); Lincoln Parish, Louisiana; Ragan Madden; 2000 United States Census; African American (U.S. Census); Native American (U.S. Census); population density; district attorney; Latino (U.S. Census); Ruston, Louisiana; Federal Information Processing Standards; Area code 318; Mary Landrieu; Louisiana Tech University; restaurant; U.S. Senator; George M. Lomax; United States Census Bureau; White (U.S. Census); Race (United States Census); poverty line; Louisiana State Legislature; Louisiana House of Representatives; Ruston micropolitan area; Hispanic (U.S. Census); census; North American Central Time Zone; L.D. Buddy Napper; per capita income; 2010 United States Census; Ruston Daily Leader",3,"VILLAGES IN RUSTON, LOUISIANA MICROPOLITAN AREA; VILLAGES IN LINCOLN PARISH, LOUISIANA; VILLAGES IN LOUISIANA",32.534166666666664,-92.7863888888889
361924,"GLEN HAVEN, COLORADO",0.7060487082102506,-1.8404303036807759,22,"Mountain Time Zone; U.S. Route 34 in Colorado; List of sovereign states; Larimer County, Colorado; United States Postal Service; North Fork Big Thompson River; ZIP code; HTML; Big Thompson River; List of counties in Colorado; United States Geological Survey; U.S. state; Cheley Colorado Camps; Roosevelt National Forest; Drake, Colorado; Area code 970; Rocky Mountain National Park; Colorado; JavaScript; ZIP Code; 2013 Colorado floods; Unincorporated area",2,"UNINCORPORATED COMMUNITIES IN COLORADO; UNINCORPORATED COMMUNITIES IN LARIMER COUNTY, COLORADO",40.453611111111115,-105.44888888888887
300623,"ALASKA, INDIANA",0.688886303898973,-1.5121775046119426,17,"Ashland Township, Morgan County, Indiana; Territory of Alaska; Indiana; United States; ZIP code; Countries of the world; United States Geological Survey; List of townships in Indiana; U.S. state; Owen County, Indiana; unincorporated community; Morgan County, Indiana; Geographic Names Information System; Harrison Township, Owen County, Indiana; Unincorporated area; List of counties in Indiana; Eastern Time Zone",3,"UNINCORPORATED COMMUNITIES IN OWEN COUNTY, INDIANA; UNINCORPORATED COMMUNITIES IN MORGAN COUNTY, INDIANA; UNINCORPORATED COMMUNITIES IN INDIANA",39.47027777777778,-86.64138888888888
28963,PRAWĘCIN,0.8892743427119775,0.3706933887131623,11,Powiat; Kielce; Świętokrzyskie Voivodeship; Ostrowiec County; Voivodeships of Poland; Gmina Kunów; Ostrowiec Świętokrzyski; village; Gmina; Countries of the world; Kunów,1,VILLAGES IN OSTROWIEC COUNTY,50.95166666666667,21.239166666666666
131262,SAFIABAD-E JEZAIRI,0.563877096224879,0.8980834072977376,13,Mobarakeh County; Romanize; Karkevand Rural District; List of countries; Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Central District (Mobarakeh County); Rural Districts of Iran; Iran; Bakhsh; Isfahan Province,1,POPULATED PLACES IN MOBARAKEH COUNTY,32.30777777777777,51.45638888888888
389534,"ABBASABAD, EQLID",0.5319521153238161,0.912031496903259,13,Eqlid County; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Fars Province; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Hasanabad District; Bakhsh; Bakan Rural District,1,POPULATED PLACES IN EQLID COUNTY,30.47861111111111,52.25555555555555
51540,HOUSATONIC CONGREGATIONAL CHURCH,0.7375422049351261,-1.280470501999262,10,"H. Neill Wilson; Pittsfield, Massachusetts; Ramsdell Public Library; Charles T. Rathbun; National Register of Historic Places; Great Barrington, Massachusetts; National Register of Historic Places listings in Berkshire County, Massachusetts; Harding & Seaver; Monument Mills; Housatonic, Massachusetts",6,"COLONIAL REVIVAL ARCHITECTURE IN MASSACHUSETTS; GREAT BARRINGTON, MASSACHUSETTS; CHURCHES IN BERKSHIRE COUNTY, MASSACHUSETTS; UNITARIAN UNIVERSALIST CHURCHES IN MASSACHUSETTS; NATIONAL REGISTER OF HISTORIC PLACES IN BERKSHIRE COUNTY, MASSACHUSETTS; QUEEN ANNE ARCHITECTURE IN MASSACHUSETTS",42.258055555555565,-73.36555555555555
258599,BORNHEIM (PFALZ),0.8590849947892867,0.14255946293025906,3,Rhineland-Palatinate; Südliche Weinstraße; Germany,2,SÜDLICHE WEINSTRASSE; MUNICIPALITIES IN RHINELAND-PALATINATE,49.221944444444446,8.168055555555556
82810,CRISTURU SECUIESC,0.8079419995690417,0.4369480263735915,32,Magyar Autonomous Region; Ajka; Hungarian people; Romany people; Mayor; Székely Land; Northern Transylvania; Odorhei County; Treaty of Trianon; Eastern European Summer Time; Countries of the world; Transylvania; Twin towns and sister cities; Democratic Alliance of Hungarians in Romania; Harghita County; Roman Catholic Church; Udvarhely County; Reformed Church in Romania; Romanians; Romania; Hungary; Mugeni; second Vienna Award; Unitarian Church of Transylvania; Unitarianism; Subdivisions of Romania; Udvarhelyszék; Kingdom of Hungary; Eastern European Time; Counties of Romania; Romanian Orthodox Church; Romanian people,3,POPULATED PLACES IN HARGHITA COUNTY; SZÉKELY COMMUNITIES; TOWNS IN ROMANIA,46.291666666666664,25.03527777777778
1530,KAMCHIA (BIOSPHERE RESERVE),0.7508332265586396,0.4865870325922985,49,Egretta garzetta; white stork; Lutra lutra; List of biosphere reserves in Bulgaria; Natrix tessellata; Varna; Clematis; Ligustrum; Knipowitschia caucasica; Alnus; Biosphere Reserves in Bulgaria; Bulgarian Academy of Sciences; Black Sea; Paliurus; Dolni Chiflik; Emys orbicularis; Resort of Kamchia; wild boar; Ministry of Environment and Water (Bulgaria); logging; World Wildlife Fund; River Kamchia; Ophisaurus apodus; UNESCO; Periploca (plant); Cornus (genus); Smilax; Ficedula semitorquata; Capreolus capreolus; Varna Province; Martes martes; Ulmus; IUCN Red List; Dendrocopos medius; Fraxinus oxyphylla; Shkorpilovtsi; Acer (genus); Crataegus monogyna; Cyprinus carpio; Bulgaria; Vulpes vulpes; Dutch elm disease; biosphere reserve; BirdLife International; Kamchia River; Pungitius platygaster; Quercus pedunculiflora; Cygnus cygnus; drainage,6,GEOGRAPHY OF VARNA PROVINCE; TOURIST ATTRACTIONS IN BURGAS PROVINCE; NATURE RESERVES IN BULGARIA; 1977 ESTABLISHMENTS IN BULGARIA; PROTECTED AREAS ESTABLISHED IN 1977; BULGARIAN BLACK SEA COAST,43.019575,27.879383333333337
48562,"LINNEUS, MAINE",0.8040683382569765,-1.1859900118246356,26,"List of sovereign states; Maine; African American (U.S. Census); Native American (U.S. Census); U.S. state; population density; Latino (U.S. Census); Geographic Names Information System; List of counties in Maine; Marriage; Federal Information Processing Standard; New England town; North American Eastern Time Zone; ZIP code; United States Census Bureau; Aroostook County, Maine; White (U.S. Census); Asian (U.S. Census); Race (United States Census); poverty line; Carl Linnaeus; Hispanic (U.S. Census); census; per capita income; 2010 United States Census; Area code 207",3,"TOWNS IN AROOSTOOK COUNTY, MAINE; COMMEMORATION OF CARL LINNAEUS; TOWNS IN MAINE",46.069722222222225,-67.95222222222222
376537,MIAN CHILAN,0.485371216842812,0.998813145821866,13,Rudan County; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Hormozgan Province; Iran Standard Time; Provinces of Iran; Rudkhaneh District; Rural Districts of Iran; Iran; Rudkhaneh Bar Rural District; Bakhsh,1,POPULATED PLACES IN RUDAN COUNTY,27.809722222222224,57.227777777777774
366458,MOUNT LESUEUR,-0.5266618284355489,2.0106032994459917,10,"Western Australia; mesa; Gairdner Range; Jurien Bay, Western Australia; George Grey; Kalbarri, Western Australia; James Drummond (botanist); Charles Alexander Lesueur; A.C. Gregory; Lesueur National Park",2,WHEATBELT (WESTERN AUSTRALIA); MOUNTAINS OF WESTERN AUSTRALIA,-30.1755,115.19908333333338
308456,"HIGHLAND PARK, SALT LAKE CITY",0.7106205012231135,-1.9522137941342013,22,"Highland High School (Utah); Taylor Woolley; multi-use trail; interchange (road); Salt Lake City, Utah; Sugar House Park; Sugar House, Salt Lake City; Holladay, Utah; Rocky Mountain Power; National Park Service; Pope & Burton; Utah State Route 152; Interstate 80 in Utah; Dallas & Hedges; Jordan and Salt Lake Canal; Utah State Route 181; Salt Lake City; reservoir; contributing buildings; Utah Light and Railroad; electric substation; multimodal transport",6,NATIONAL REGISTER OF HISTORIC PLACES IN UTAH; MODERNE ARCHITECTURE IN THE UNITED STATES; HISTORIC DISTRICTS IN UTAH; NEIGHBORHOODS IN SALT LAKE CITY; COLONIAL REVIVAL ARCHITECTURE IN UTAH; LATE 19TH AND EARLY 20TH CENTURY AMERICAN MOVEMENTS ARCHITECTURE,40.71555555555556,-111.85361111111108
195194,KWAGGAFONTEIN,-0.4415333941695254,0.5053426316224382,3,Mpumalanga; South Africa; Nkangala District Municipality,1,POPULATED PLACES IN THE THEMBISILE LOCAL MUNICIPALITY,-25.297999999999995,28.954
208643,CIEBŁOWICE DUŻE,0.8991354529857454,0.3505202914421945,10,Tomaszów Mazowiecki; Powiat; Tomaszów Mazowiecki County; Gmina Tomaszów Mazowiecki; Voivodeships of Poland; village; Gmina; Łódź; Countries of the world; Łódź Voivodeship,1,VILLAGES IN TOMASZÓW MAZOWIECKI COUNTY,51.516666666666666,20.083333333333332
146990,KIAMBERE HYDROELECTRIC POWER STATION,-0.01414686321477626,0.6599574715471669,19,hydraulic head; Francis-type; World Bank; Kenya Electricity Generating Company; List of power stations in Kenya; embankment dam; Kenya; saddle dam; hydroelectric; underground power station; Kitui County; Tana River (Kenya); Hydroelectric_power_in_Kenya#Seven_Forks_Scheme; Kiambere; Embu County; megawatt; Francis turbine; Kindaruma Dam; Eastern Province (Kenya),8,DAMS COMPLETED IN 1988; DAMS IN KENYA; KITUI COUNTY; UNDERGROUND POWER STATIONS; HYDROELECTRIC POWER STATIONS IN KENYA; ENERGY INFRASTRUCTURE COMPLETED IN 1988; DAMS ON THE TANA RIVER; EMBU COUNTY,-0.8105555555555556,37.812777777777775
303868,"HODGES TOWNSHIP, STEVENS COUNTY, MINNESOTA",0.7946968898011291,-1.6720157271369456,18,"Federal Information Processing Standard; List of sovereign states; United States Census, 2000; Minnesota; United States Census Bureau; Township (United States); United States Geological Survey; White (U.S. Census); poverty line; U.S. state; population density; census; North American Central Time Zone; per capita income; List of counties in Minnesota; Geographic Names Information System; Stevens County, Minnesota; Marriage",2,"TOWNSHIPS IN MINNESOTA; TOWNSHIPS IN STEVENS COUNTY, MINNESOTA",45.532777777777774,-95.79944444444445
328360,"GELÉE, LES CAYES, HAITI",0.3173028581598919,-1.2875465737080325,7,Haiti; Les Cayes Municipality; Les Cayes Arrondissement; Arrondissements of Haiti; List of communes of Haiti; Departments of Haiti; Sud (department),2,POPULATED PLACES IN HAITI; SUD (DEPARTMENT),18.1801146,-73.77098460000003
198347,QUAIDABAD,0.5643231248114999,1.2551826203925889,11,Quaidabad Tehsil; Pakistan; Subdivisions of Pakistan; Punjabi language; Tehsil; Punjab (Pakistan); Districts of Pakistan; Khushab District; Soon Valley; Pakistan Standard Time; Islamabad,2,UNION COUNCILS OF KHUSHAB DISTRICT; POPULATED PLACES IN KHUSHAB DISTRICT,32.333333333333336,71.91666666666669
164114,"ELM CREEK TOWNSHIP, MARTIN COUNTY, MINNESOTA",0.7633633815910201,-1.6546060678483019,20,"Federal Information Processing Standard; List of sovereign states; United States Census, 2000; Martin County, Minnesota; Minnesota; United States Census Bureau; Township (United States); United States Geological Survey; White (U.S. Census); Asian (U.S. Census); poverty line; U.S. state; Elm Creek (Blue Earth River); population density; census; North American Central Time Zone; per capita income; List of counties in Minnesota; Geographic Names Information System; Marriage",2,"TOWNSHIPS IN MINNESOTA; TOWNSHIPS IN MARTIN COUNTY, MINNESOTA",43.73750000000001,-94.80194444444443
185013,WILA WILLK'I (PANDO),-0.3016607686599755,-1.2153600246262517,8,Andes; Aymara language; Catacora Municipality; José Manuel Pando Province; Bolivia; T'ula Qullu; La Paz Department (Bolivia); Peru,1,MOUNTAINS OF LA PAZ DEPARTMENT (BOLIVIA),-17.28388888888889,-69.63500000000002
131497,DIALGAM,0.5834635689417044,1.310567735322542,15,States and territories of India; Hardu Shichan; Jammu and Kashmir; Postal Index Number; Fatehpora; Kashmiri language; Srinagar; tehsils of India; List of districts of India; Brienty-Batapora; census; Anantnag district; Indian Standard Time; Pal Pora; Anantnag,3,ANCIENT INDIAN CITIES; VILLAGES IN ANANTNAG DISTRICT; CITIES AND TOWNS IN ANANTNAG DISTRICT,33.43,75.09
241389,BALD HEAD CREEK BOATHOUSE,0.5909927254093355,-1.3611192578518336,6,"Smith's Island, North Carolina; boathouse; Brunswick County, North Carolina; National Register of Historic Places; Cape Fear River; United States Lighthouse Service",4,"NATIONAL REGISTER OF HISTORIC PLACES IN BRUNSWICK COUNTY, NORTH CAROLINA; GOVERNMENT BUILDINGS ON THE NATIONAL REGISTER OF HISTORIC PLACES IN NORTH CAROLINA; BUILDINGS AND STRUCTURES IN BRUNSWICK COUNTY, NORTH CAROLINA; GOVERNMENT BUILDINGS COMPLETED IN 1915",33.86138888888889,-77.98638888888891
274005,"ST PROBUS AND ST GRACE'S CHURCH, PROBUS",0.877756139276177,-0.0864357343571353,22,"Broad church; St Crida's Church, Creed; George Edmund Street; England; Tregony; Church of England; British Newspaper Archive; Merther; St Probus; National Pipe Organ Register; Probus, Cornwall; Exeter Cathedral; Grade I listed; parish church; St Grace; St Ladoca's Church, Ladock; Hele & Co; Diocese of Truro; St Hermes' Church, St Erme; Henry I of England; Norman Conquest; Province of Canterbury",2,GRADE I LISTED CHURCHES IN CORNWALL; CHURCH OF ENGLAND CHURCH BUILDINGS IN CORNWALL,50.29172222222222,-4.952402777777778
350676,BOGDAŃCZEW,0.9081529874543828,0.3371394338435713,10,Powiat; Gmina Góra Świętej Małgorzaty; Łęczyca; Łęczyca County; Voivodeships of Poland; village; Gmina; Łódź; Countries of the world; Łódź Voivodeship,1,VILLAGES IN ŁĘCZYCA COUNTY,52.03333333333333,19.316666666666666
331804,"MIŁKÓW, LOWER SILESIAN VOIVODESHIP",0.8867969448015077,0.2750832826615507,9,Powiat; Jelenia Góra; Voivodeships of Poland; Lower Silesian Voivodeship; Gmina Podgórzyn; Jelenia Góra County; Gmina; Wrocław; Countries of the world,1,VILLAGES IN JELENIA GÓRA COUNTY,50.80972222222222,15.76111111111111
123165,"OLD ZIONSVILLE, PENNSYLVANIA",0.7066207883539598,-1.3180774992429287,30,"Upper Milford Township, Lehigh County, Pennsylvania; Powder Valley, Pennsylvania; List of sovereign states; farmers' market; United Church of Christ; Macungie, Pennsylvania; Shimerville, Pennsylvania; Vera Cruz, Pennsylvania; U.S. state; Evangelical Lutheran Church in America; post office; Lehigh River; Area codes 610 and 484; Geographic Names Information System; Pennsylvania Route 29; Bible Fellowship Church; Eastern Time Zone; Hereford, Pennsylvania; Perkiomen Creek; Pennsylvania Route 100; ZIP code; Pennsylvania; Little Lehigh Creek; unincorporated community; Lower Milford Township, Lehigh County, Pennsylvania; List of counties in Pennsylvania; Lehigh County, Pennsylvania; Mennonite; Schuylkill River; Zionsville, Pennsylvania",2,"UNINCORPORATED COMMUNITIES IN LEHIGH COUNTY, PENNSYLVANIA; UNINCORPORATED COMMUNITIES IN PENNSYLVANIA",40.48638888888889,-75.52027777777778
254306,AUGHENBAUGH PEAK,-1.4419328503559818,-0.9218247332616716,10,Neuburg Peak; Advisory Committee on Antarctic Names; Pensacola Mountains; summit (topography); U.S. Navy; Dufek Massif; Antarctica; Ellsworth Station; United States Geological Survey; Nolan B. Aughenbaugh,2,PENSACOLA MOUNTAINS; MOUNTAINS OF QUEEN ELIZABETH LAND,-82.61666666666666,-52.81666666666666
406493,KANI KUZALEH,0.6199894316764968,0.8080050253475859,13,Sarkal Rural District; Romanize; Kurdistan Province; List of countries; Central District (Marivan County); Counties of Iran; Iran Daylight Time; Marivan County; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Bakhsh,1,POPULATED PLACES IN MARIVAN COUNTY,35.522777777777776,46.29527777777778
